ship_name,upgrade_name,frequency
CR90 Corvette B (39),Dodonna's Pride (4),143
CR90 Corvette B (39),Heavy Ion Emplacements (9),309
CR90 Corvette B (39),Hondo Ohnaka (2),260
CR90 Corvette B (39),Overload Pulse (6),119
CR90 Corvette B (39),Ezra Bridger (3),306
CR90 Corvette B (39),Tantive IV (3),310
CR90 Corvette B (39),Toryn Farr (7),82
CR90 Corvette B (39),Skilled First Officer (1),4
CR90 Corvette B (39),Nav Team (4),31
CR90 Corvette B (39),Engine Techs (8),429
CR90 Corvette B (39),High-Capacity Ion Turbines (8)!,203
CR90 Corvette B (39),Dodonna's Pride (6)!,842
CR90 Corvette B (39),Jaina's Light (5),56
CR90 Corvette B (39),Electronic Countermeasures (7),137
CR90 Corvette B (39),Ahsoka Tano (2),115
CR90 Corvette B (39),NK-7 Ion Cannons (6),31
CR90 Corvette B (39),Major Derlin (7),73
CR90 Corvette B (39),Early Warning System (7),68
CR90 Corvette B (39),High-Capacity Ion Turbines (6),55
CR90 Corvette B (39),Projection Experts (6),182
CR90 Corvette B (39),Redundant Shields (8),65
CR90 Corvette B (39),MS-1 Ion Cannons (2),71
CR90 Corvette B (39),Lando Calrissian (4),83
CR90 Corvette B (39),Auxiliary Shields Team (3),148
CR90 Corvette B (39),Kyrsta Agate (5),5
CR90 Corvette B (39),Engineering Team (3),4
CR90 Corvette B (39),Fighter Coordination Team (3),43
CR90 Corvette B (39),General Dodonna (20),88
CR90 Corvette B (39),Sabine Wren (4),76
CR90 Corvette B (39),Liberator (2),134
CR90 Corvette B (39),Intensify Firepower! (6),32
CR90 Corvette B (39),Ray Antilles (7),128
CR90 Corvette B (39),Point Defense Ion Cannons (6),3
CR90 Corvette B (39),Shields to Maximum! (6),16
CR90 Corvette B (39),Reinforced Blast Doors (5),198
CR90 Corvette B (39),Leia Organa (3),82
CR90 Corvette B (39),Medical Team (1),84
CR90 Corvette B (39),Captain Rex (5),83
CR90 Corvette B (39),Chart Officer (2),8
CR90 Corvette B (39),Overload Pulse (8)!,390
CR90 Corvette B (39),Jaina's Light (2)!,572
CR90 Corvette B (39),Tactical Expert (6),4
CR90 Corvette B (39),Advanced Projectors (6),73
CR90 Corvette B (39),"All fighters, Follow Me! (5)",50
CR90 Corvette B (39),Ion Cannon Batteries (5),163
CR90 Corvette B (39),Leading Shots (5),17
CR90 Corvette B (39),Adar Tallon (10),11
CR90 Corvette B (39),Leading Shots (6)!,72
CR90 Corvette B (39),Veteran Captain (2),5
CR90 Corvette B (39),Veteran Captain (3)!,14
CR90 Corvette B (39),Point Defense Ion Cannons (4)!,102
CR90 Corvette B (39),Cluster Bombs (5),108
CR90 Corvette B (39),NK-7 Ion Cannons (10)!,47
CR90 Corvette B (39),Wedge Antilles (4),26
CR90 Corvette B (39),Intel Officer (7),41
CR90 Corvette B (39),Reactive Gunnery (4),32
CR90 Corvette B (39),Flight Commander (3),3
CR90 Corvette B (39),Engineering Team (5)!,30
CR90 Corvette B (39),Expert Shield Tech (5),14
CR90 Corvette B (39),Kyrsta Agate (20)!,2
CR90 Corvette B (39),Entrapment Formation! (5),31
CR90 Corvette B (39),Navigation Officer (6),6
CR90 Corvette B (39),Take Evasive Action! (6),5
CR90 Corvette B (39),Walex Blissex (5),10
CR90 Corvette B (39),Engineering Captain (6),1
CR90 Corvette B (39),General Draven (3),5
CR90 Corvette B (39),Weapons Liaison (3),2
Hammerhead Torpedo Corvette (36),Garel's Honor (4),1816
Hammerhead Torpedo Corvette (36),External Racks (4),3415
Hammerhead Torpedo Corvette (36),Boarding Troopers (3),158
Hammerhead Torpedo Corvette (36),Ezra Bridger (3),251
Hammerhead Torpedo Corvette (36),Ordnance Experts (4),1685
Hammerhead Torpedo Corvette (36),Boarding Engineers (2),376
Hammerhead Torpedo Corvette (36),Assault Proton Torpedoes (4),1339
Hammerhead Torpedo Corvette (36),Captain Rex (5),75
Hammerhead Torpedo Corvette (36),Shriv Suurgav (4),91
Hammerhead Torpedo Corvette (36),Toryn Farr (7),37
Hammerhead Torpedo Corvette (36),Hondo Ohnaka (2),198
Hammerhead Torpedo Corvette (36),Expanded Launchers (8),26
Hammerhead Torpedo Corvette (36),Chart Officer (2),62
Hammerhead Torpedo Corvette (36),Cham Syndulla (5),340
Hammerhead Torpedo Corvette (36),Task Force Organa (1),1751
Hammerhead Torpedo Corvette (36),Lando Calrissian (4),84
Hammerhead Torpedo Corvette (36),Disposable Capacitors (3),728
Hammerhead Torpedo Corvette (36),Intel Officer (7),59
Hammerhead Torpedo Corvette (36),Proximity Mines (4),97
Hammerhead Torpedo Corvette (36),Task Force Antilles (3),658
Hammerhead Torpedo Corvette (36),Jyn Erso (4),145
Hammerhead Torpedo Corvette (36),Ray Antilles (7),7
Hammerhead Torpedo Corvette (36),Weapons Battery Techs (4),2
Hammerhead Torpedo Corvette (36),Major Derlin (7),29
Hammerhead Torpedo Corvette (36),Gunnery Team (7),62
Hammerhead Torpedo Corvette (36),Assault Concussion Missiles (5),269
Hammerhead Torpedo Corvette (36),Flight Commander (3),25
Hammerhead Torpedo Corvette (36),Flight Controllers (6),88
Hammerhead Torpedo Corvette (36),Expanded Hangar Bay (5),94
Hammerhead Torpedo Corvette (36),Ahsoka Tano (2),75
Hammerhead Torpedo Corvette (36),Shriv Suurgav (6),70
Hammerhead Torpedo Corvette (36),Veteran Captain (3)!,53
Hammerhead Torpedo Corvette (36),Expanded Launchers (13)!,119
Hammerhead Torpedo Corvette (36),Shriv Suurgav (6)!,284
Hammerhead Torpedo Corvette (36),Rapid Reload (4),10
Hammerhead Torpedo Corvette (36),Phylon Q7 Tractor Beams (6),6
Hammerhead Torpedo Corvette (36),Sabine Wren (4),55
Hammerhead Torpedo Corvette (36),Rapid Launch Bays (6),53
Hammerhead Torpedo Corvette (36),Point-Defense Reroute (5),4
Hammerhead Torpedo Corvette (36),Rapid Reload (8)!,14
Hammerhead Torpedo Corvette (36),Expert Shield Tech (5),52
Hammerhead Torpedo Corvette (36),Reserve Hangar Deck (3)!,106
Hammerhead Torpedo Corvette (36),Adar Tallon (10),22
Hammerhead Torpedo Corvette (36),Boosted Comms (4),27
Hammerhead Torpedo Corvette (36),Quad Laser Turrets (5),23
Hammerhead Torpedo Corvette (36),Flechette Torpedoes (3),14
Hammerhead Torpedo Corvette (36),Support Officer (4)!,2
Hammerhead Torpedo Corvette (36),Fire-Control Team (2),15
Hammerhead Torpedo Corvette (36),Veteran Gunners (5),19
Hammerhead Torpedo Corvette (36),Weapons Battery Techs (5)!,18
Hammerhead Torpedo Corvette (36),Wedge Antilles (4),16
Hammerhead Torpedo Corvette (36),Walex Blissex (5),9
Hammerhead Torpedo Corvette (36),General Dodonna (20),14
Hammerhead Torpedo Corvette (36),General Draven (3),4
Hammerhead Torpedo Corvette (36),Tactical Expert (6),8
Hammerhead Torpedo Corvette (36),Caitken and Shollan (6),9
Hammerhead Torpedo Corvette (36),Leia Organa (3),16
Hammerhead Torpedo Corvette (36),Wide-Area Barrage (2),45
Hammerhead Torpedo Corvette (36),Sensor Team (5),4
Hammerhead Torpedo Corvette (36),Damage Control Officer (5)!,6
Hammerhead Torpedo Corvette (36),Local Fire Control (4),4
Hammerhead Torpedo Corvette (36),Ruthless Strategists (4),24
Hammerhead Torpedo Corvette (36),Defense Liaison (3),1
Hammerhead Torpedo Corvette (36),Skilled First Officer (1),12
Hammerhead Torpedo Corvette (36),Reserve Hangar Deck (4),13
Hammerhead Torpedo Corvette (36),Veteran Captain (2),7
Hammerhead Torpedo Corvette (36),Weapons Liaison (3),2
Hammerhead Torpedo Corvette (36),Engineering Captain (6),1
Hammerhead Torpedo Corvette (36),Flak Guns (3),3
Hammerhead Torpedo Corvette (36),Assault Proton Torpedoes (5)!,3
Hammerhead Torpedo Corvette (36),Kyrsta Agate (20)!,1
Imperial II (120),Admiral Ozzel (20),663
Imperial II (120),Relentless (3),786
Imperial II (120),Leading Shots (5),251
Imperial II (120),Gunnery Team (7),2631
Imperial II (120),Electronic Countermeasures (7),3995
Imperial II (120),Veteran Gunners (5),306
Imperial II (120),Boosted Comms (4),737
Imperial II (120),Reinforced Blast Doors (5),589
Imperial II (120),Spinal Armament (9),754
Imperial II (120),Emperor Palpatine (3),1083
Imperial II (120),Boarding Troopers (3),645
Imperial II (120),Overload Pulse (6),29
Imperial II (120),Quad Battery Turrets (5),426
Imperial II (120),Chimaera (4),1012
Imperial II (120),Entrapment Formation! (5),702
Imperial II (120),Admiral Chiraneau (10),82
Imperial II (120),Flight Controllers (6),1089
Imperial II (120),Point Defense Ion Cannons (6),338
Imperial II (120),XX-9 Turbolasers (2),40
Imperial II (120),Captain Needa (2),867
Imperial II (120),Local Fire Control (4),897
Imperial II (120),Flak Guns (3),621
Imperial II (120),DBY-827 Heavy Turbolasers (3),138
Imperial II (120),Expert Shield Tech (5),837
Imperial II (120),XI7 Turbolasers (6),1577
Imperial II (120),Reeva Demesne (4),296
Imperial II (120),Heavy Turbolaser Turrets (4),12
Imperial II (120),Darth Vader (3),107
Imperial II (120),Quad Laser Turrets (5),279
Imperial II (120),Sovereign (4),388
Imperial II (120),Linked Turbolaser Towers (7),1991
Imperial II (120),Turbolaser Reroute Circuits (7),65
Imperial II (120),Gunnery Chief Varnillian (6),128
Imperial II (120),Avenger (5),229
Imperial II (120),Commander Vanto (7),448
Imperial II (120),Captain Brunson (9),369
Imperial II (120),Redundant Shields (8),104
Imperial II (120),Early Warning System (7),1211
Imperial II (120),SW-7 Ion Batteries (5),670
Imperial II (120),Devastator (10),196
Imperial II (120),Skilled First Officer (1),101
Imperial II (120),Heavy Ion Emplacements (9),552
Imperial II (120),Expanded Hangar Bay (5),539
Imperial II (120),Director Krennic (8),332
Imperial II (120),Quad Turbolaser Cannons (10),163
Imperial II (120),Admiral Ozzel (2),22
Imperial II (120),Seventh Fleet Star Destroyer (5),601
Imperial II (120),Reactive Gunnery (4),336
Imperial II (120),H9 Turbolasers (8),130
Imperial II (120),Reserve Hangar Deck (4),73
Imperial II (120),"All fighters, Follow Me! (5)",109
Imperial II (120),Reserve Hangar Deck (3)!,602
Imperial II (120),Point Defense Ion Cannons (4)!,2036
Imperial II (120),Intel Officer (7),348
Imperial II (120),Phylon Q7 Tractor Beams (6),256
Imperial II (120),Dual Turbolaser Turrets (4),176
Imperial II (120),Commander Woldar (4),44
Imperial II (120),Rapid Launch Bays (6),31
Imperial II (120),Sensor Team (5),96
Imperial II (120),Governor Pryce (6),53
Imperial II (120),Weapons Battery Techs (4),25
Imperial II (120),Agent Kallus (3),60
Imperial II (120),Intensify Firepower! (6),162
Imperial II (120),Advanced Projectors (6),221
Imperial II (120),Damage Control Officer (3),3
Imperial II (120),NK-7 Ion Cannons (6),19
Imperial II (120),Tactical Expert (6),20
Imperial II (120),Hardened Bulkheads (5),162
Imperial II (120),XX-9 Turbolasers (5)!,109
Imperial II (120),Wulff Yularen (7),181
Imperial II (120),Enhanced Armament (10),78
Imperial II (120),Take Evasive Action! (6),51
Imperial II (120),Taskmaster Grint (5),70
Imperial II (120),Ruthless Strategists (4),54
Imperial II (120),Advanced Transponder Net (5),26
Imperial II (120),Heavy Fire Zone (2),7
Imperial II (120),NK-7 Ion Cannons (10)!,92
Imperial II (120),Flag Bridge (0),60
Imperial II (120),Veteran Captain (2),10
Imperial II (120),Overload Pulse (8)!,305
Imperial II (120),Darth Vader (4),1
Imperial II (120),Leading Shots (6)!,1413
Imperial II (120),Governor Pryce (7)!,347
Imperial II (120),Fire-Control Team (2),29
Imperial II (120),Slaved Turrets (6),4
Imperial II (120),High-Capacity Ion Turbines (8)!,15
Imperial II (120),Dual Turbolaser Turrets (5)!,100
Imperial II (120),Flight Commander (3),71
Imperial II (120),Wing Commander (6),19
Imperial II (120),Admiral Montferrat (5),63
Imperial II (120),Weapons Battery Techs (5)!,162
Imperial II (120),Admiral Titus (2),49
Imperial II (120),Commander Beck (3),47
Imperial II (120),Heavy Fire Zone (4)!,86
Imperial II (120),Proximity Mines (4),83
Imperial II (120),Chart Officer (2),9
Imperial II (120),Heavy Turbolaser Turrets (6)!,121
Imperial II (120),Ion Cannon Batteries (5),56
Imperial II (120),Lira Wessex (2),20
Imperial II (120),Point-Defense Reroute (5),23
Imperial II (120),Shields to Maximum! (6),23
Imperial II (120),Hondo Ohnaka (2),24
Imperial II (120),MS-1 Ion Cannons (2),29
Imperial II (120),General Romodi (20)!,167
Imperial II (120),Engineering Captain (6),6
Imperial II (120),Commandant Aresko (7),25
Imperial II (120),Boarding Engineers (2),13
Imperial II (120),Cluster Bombs (5),4
Imperial II (120),Damage Control Officer (5)!,38
Imperial II (120),Veteran Captain (3)!,7
Imperial II (120),Instructor Goran (7),47
Imperial II (120),Darth Vader (1)!,28
Imperial II (120),Director Isard (3),4
Imperial II (120),Weapons Liaison (3),8
Imperial II (120),Support Officer (4)!,3
Imperial II (120),Defense Liaison (3),5
Imperial II (120),Navigation Officer (6),11
Imperial II (120),Ordnance Experts (4),4
Imperial II (120),The Grand Inquisitor (4),7
Imperial II (120),High-Capacity Ion Turbines (6),3
Imperial II (120),Iden Versio (6),1
Gladiator II (62),Demolisher (10),1130
Gladiator II (62),Agent Kallus (3),441
Gladiator II (62),Ordnance Experts (4),872
Gladiator II (62),External Racks (4),901
Gladiator II (62),Hondo Ohnaka (2),11
Gladiator II (62),Engine Techs (8),334
Gladiator II (62),Assault Proton Torpedoes (4),191
Gladiator II (62),Ruthless Strategists (4),400
Gladiator II (62),Fighter Coordination Team (3),326
Gladiator II (62),Minister Tua (2),47
Gladiator II (62),Electronic Countermeasures (7),26
Gladiator II (62),Admiral Montferrat (5),107
Gladiator II (62),Nav Team (4),18
Gladiator II (62),Expanded Launchers (8),22
Gladiator II (62),Projection Experts (6),46
Gladiator II (62),Seventh Fleet Star Destroyer (5),91
Gladiator II (62),Medical Team (1),25
Gladiator II (62),Auxiliary Shields Team (3),111
Gladiator II (62),Rapid Reload (4),5
Gladiator II (62),Governor Pryce (7)!,95
Gladiator II (62),Expanded Launchers (13)!,85
Gladiator II (62),Captain Brunson (9),21
Gladiator II (62),Iden Versio (6),69
Gladiator II (62),Admiral Ozzel (20),25
Gladiator II (62),Commander Vanto (7),7
Gladiator II (62),Assault Concussion Missiles (5),113
Gladiator II (62),Admiral Chiraneau (10),4
Gladiator II (62),Commander Beck (3),38
Gladiator II (62),Sensor Team (5),9
Gladiator II (62),Wide-Area Barrage (2),9
Gladiator II (62),Veteran Captain (2),2
Gladiator II (62),Local Fire Control (4),6
Gladiator II (62),Flight Commander (3),12
Gladiator II (62),Commander Woldar (4),17
Gladiator II (62),Flechette Torpedoes (3),22
Gladiator II (62),Skilled First Officer (1),79
Gladiator II (62),Flight Controllers (6),15
Gladiator II (62),Admiral Ozzel (2),21
Gladiator II (62),Gunnery Team (7),10
Gladiator II (62),Emperor Palpatine (3),63
Gladiator II (62),Insidious (3),81
Gladiator II (62),Redundant Shields (8),4
Gladiator II (62),Chart Officer (2),10
Gladiator II (62),Intel Officer (7),34
Gladiator II (62),Rapid Reload (8)!,35
Gladiator II (62),Veteran Gunners (5),29
Gladiator II (62),Engineering Team (5)!,20
Gladiator II (62),Early Warning System (7),6
Gladiator II (62),Commandant Aresko (7),5
Gladiator II (62),Expert Shield Tech (5),7
Gladiator II (62),Instructor Goran (7),8
Gladiator II (62),The Grand Inquisitor (4),4
Gladiator II (62),Reeva Demesne (4),10
Gladiator II (62),Darth Vader (1)!,11
Gladiator II (62),Tactical Expert (6),5
Gladiator II (62),Taskmaster Grint (5),3
Gladiator II (62),Weapons Battery Techs (5)!,7
Gladiator II (62),Reinforced Blast Doors (5),7
Gladiator II (62),External Racks (3)!,1
Gladiator II (62),Director Isard (3),3
Gladiator II (62),Fire-Control Team (2),9
Gladiator II (62),Wulff Yularen (7),1
Gladiator II (62),Gunnery Chief Varnillian (6),5
Gladiator II (62),Commander Gherant (2),3
Gladiator II (62),General Romodi (20)!,4
Gladiator II (62),Admiral Titus (2),8
Gladiator II (62),Advanced Projectors (6),2
Gladiator II (62),Governor Pryce (6),2
Gladiator II (62),Weapons Liaison (3),3
Gladiator II (62),Captain Needa (2),2
Gladiator II (62),Director Krennic (8),1
Gladiator II (62),Reactive Gunnery (4),1
Gladiator II (62),Navigation Officer (6),2
Gladiator II (62),Engineering Captain (6),1
Gladiator II (62),Lira Wessex (2),1
Gladiator II (62),Veteran Captain (3)!,1
Arquitens Command Cruiser (55),Reinforced Blast Doors (5),21
Arquitens Command Cruiser (55),Captain Needa (2),85
Arquitens Command Cruiser (55),Auxiliary Shields Team (3),95
Arquitens Command Cruiser (55),Advanced Projectors (6),62
Arquitens Command Cruiser (55),Turbolaser Reroute Circuits (7),115
Arquitens Command Cruiser (55),Hand of Justice (2),99
Arquitens Command Cruiser (55),Projection Experts (6),72
Arquitens Command Cruiser (55),Cluster Bombs (5),7
Arquitens Command Cruiser (55),XI7 Turbolasers (6),11
Arquitens Command Cruiser (55),Medical Team (1),6
Arquitens Command Cruiser (55),Enhanced Armament (10),41
Arquitens Command Cruiser (55),H9 Turbolasers (8),1
Arquitens Command Cruiser (55),Reeva Demesne (4),6
Arquitens Command Cruiser (55),Heavy Fire Zone (2),2
Arquitens Command Cruiser (55),Quad Battery Turrets (5),41
Arquitens Command Cruiser (55),Expert Shield Tech (5),22
Arquitens Command Cruiser (55),Dual Turbolaser Turrets (4),51
Arquitens Command Cruiser (55),Director Krennic (8),21
Arquitens Command Cruiser (55),Veteran Captain (2),6
Arquitens Command Cruiser (55),Engine Techs (8),85
Arquitens Command Cruiser (55),Slaved Turrets (6),33
Arquitens Command Cruiser (55),Admiral Montferrat (5),4
Arquitens Command Cruiser (55),Admiral Ozzel (20),10
Arquitens Command Cruiser (55),Darth Vader (4),5
Arquitens Command Cruiser (55),Early Warning System (7),23
Arquitens Command Cruiser (55),Nav Team (4),14
Arquitens Command Cruiser (55),Engineering Captain (6),1
Arquitens Command Cruiser (55),Heavy Turbolaser Turrets (4),2
Arquitens Command Cruiser (55),Hondo Ohnaka (2),8
Arquitens Command Cruiser (55),Skilled First Officer (1),36
Arquitens Command Cruiser (55),Fighter Coordination Team (3),27
Arquitens Command Cruiser (55),Centicore (3),22
Arquitens Command Cruiser (55),Tactical Expert (6),5
Arquitens Command Cruiser (55),Taskmaster Grint (5),12
Arquitens Command Cruiser (55),Electronic Countermeasures (7),9
Arquitens Command Cruiser (55),Reactive Gunnery (4),21
Arquitens Command Cruiser (55),Commander Woldar (4),5
Arquitens Command Cruiser (55),Commander Beck (3),4
Arquitens Command Cruiser (55),Spinal Armament (9),6
Arquitens Command Cruiser (55),Minister Tua (2),4
Arquitens Command Cruiser (55),Emperor Palpatine (3),5
Arquitens Command Cruiser (55),Agent Kallus (3),1
Arquitens Command Cruiser (55),Instructor Goran (7),1
Arquitens Command Cruiser (55),Governor Pryce (6),3
Arquitens Command Cruiser (55),Redundant Shields (8),7
Arquitens Command Cruiser (55),Chart Officer (2),6
Arquitens Command Cruiser (55),Intel Officer (7),8
Arquitens Command Cruiser (55),Commander Vanto (7),8
Arquitens Command Cruiser (55),Wulff Yularen (7),6
Arquitens Command Cruiser (55),The Grand Inquisitor (4),1
Arquitens Command Cruiser (55),Admiral Titus (2),4
Arquitens Command Cruiser (55),Admiral Ozzel (2),1
Arquitens Command Cruiser (55),Captain Brunson (9),2
Arquitens Command Cruiser (55),XX-9 Turbolasers (2),3
Arquitens Command Cruiser (55),Admiral Chiraneau (10),1
Arquitens Command Cruiser (55),Engineering Team (3),4
Arquitens Command Cruiser (55),Linked Turbolaser Towers (7),4
Arquitens Command Cruiser (55),Damage Control Officer (3),1
Arquitens Command Cruiser (55),DBY-827 Heavy Turbolasers (3),3
Arquitens Light Cruiser (52),Director Krennic (8),54
Arquitens Light Cruiser (52),Advanced Projectors (6),99
Arquitens Light Cruiser (52),Enhanced Armament (10),105
Arquitens Light Cruiser (52),Expert Shield Tech (5),87
Arquitens Light Cruiser (52),Captain Needa (2),246
Arquitens Light Cruiser (52),Turbolaser Reroute Circuits (7),344
Arquitens Light Cruiser (52),Slaved Turrets (6),190
Arquitens Light Cruiser (52),Reinforced Blast Doors (5),89
Arquitens Light Cruiser (52),Hand of Justice (2),181
Arquitens Light Cruiser (52),Dual Turbolaser Turrets (4),228
Arquitens Light Cruiser (52),Early Warning System (7),20
