id,user_id,fleet_data,faction,fleet_name,created_at,updated_at,commander,points,date_added,legends,legacy,old_legacy,arc,shared,numerical_id
,,"Name: 
Faction: Rebel
Commander: Kyrsta Agate (25)

Assault: 
Defense: 
Navigation: 

Starhawk-class Battleship Mark II (150)
• Kyrsta Agate (25)
• Unity (10)
• Expert Shield Tech (5)
• Walex Blissex (5)
• Boarding Troopers (3)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 211 Points

MC80 Battle Cruiser (103)
• Mon Karren (6)
• Raymus Antilles (7)
• Caitken and Shollan (6)
• Engine Techs (8)
• Point Defense Ion Cannons (6)
• Spinal Armament (9)
= 145 Points

GR-75 Medium Transports (18)
• Comms Net (2)
= 20 Points

Squadrons:
• 2 x YT-2400 (32)
= 32 Points

Total Points: 399",Rebel,,,,Krysta Agate,399,,,,,,,577
,,"Name: 
Faction: Republic
Commander: Bail Organa (28)

Assault: 
Defense: 
Navigation: 

Venator II-class Star Destroyer (100)
• Bail Organa (28)
• Tranquility (7)
• Clone Navigation Officer (4)
• Ruthless Strategists (4)
• Flag Bridge (0)
• Thermal Shields (5)
• Ordnance Pods (3)
• Linked Turbolaser Towers (7)
• Mercy Mission (5)
= 163 Points

Pelta-class Medical Frigate (49)
• Skilled First Officer (1)
• Projection Experts (6)
• Boosted Comms (4)
• Bomber Command Center (8)
= 68 Points

Consular-class Armed Cruiser (37)
= 37 Points

Squadrons:
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• Axe - V-19 Torrent Squadron (17)
• 5 x BTL-B Y-wing Squadron (50)
• Kickback - V-19 Torrent Squadron (16)
• Matchstick - BTL-B Y-wing Squadron (16)
• V-19 Torrent Squadron (12)
= 135 Points

Total Points: 392",Republic,,,,Bail Organa,392,,,,,,,578
,,"Name: 
Faction: Empire
Commander: Moff Jerjerrod (23)

Assault: 
Defense: 
Navigation: 

Star Dreadnought Assault Prototype (250)
• Moff Jerjerrod (23)
• Ravager (4)
• Director Krennic (8)
• Emperor Palpatine (3)
• Governor Pryce (6)
• Gunnery Team (7)
• Flak Guns (3)
• Quad Laser Turrets (5)
• Leading Shots (5)
• Overload Pulse (6)
• Linked Turbolaser Towers (7)
• Quad Battery Turrets (5)
= 332 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Comms Net (2)
= 29 Points

Gozanti-class Cruisers (23)
• Repair Crews (3)
= 26 Points

Squadrons:
= 0 Points

Total Points: 389",Empire,,,,Moff Jerjerrod,389,,,,,,,579
,,"Name: 
Faction: Republic
Commander: Anakin Skywalker - BTL-B Y-wing Squadron (18)

Assault: 
Defense: 
Navigation: 

Pelta-class Medical Frigate (49)
• Anakin Skywalker - BTL-B Y-wing Squadron (18)
• Engine Techs (8)
• Munitions Resupply (3)
= 78 Points

Venator II-class Star Destroyer (100)
• Adi Gallia (3)
• Local Fire Control (4)
• Flak Guns (3)
• Thermal Shields (5)
• DBY-827 Heavy Turbolasers (3)
= 118 Points

Venator II-class Star Destroyer (100)
• Tranquility (7)
• Local Fire Control (4)
• Flak Guns (3)
• Thermal Shields (5)
• DBY-827 Heavy Turbolasers (3)
= 122 Points

Squadrons:
• Luminara Unduli - Delta-7 Aethersprite Squadron (23)
• Plo Koon - Delta-7 Aethersprite Squadron (24)
• 2 x V-19 Torrent Squadron (24)
= 71 Points

Total Points: 396",Republic,,,,Anakin Skywalker,396,,,,,,,580
,,"Name: 
Faction: Rebel
Commander: General Dodonna (20)

Assault: 
Defense: 
Navigation: 

MC80 Star Cruiser (96)
• General Dodonna (20)
• Mon Karren (6)
• Walex Blissex (5)
• Gunnery Team (7)
• Auxiliary Shields Team (3)
• Leading Shots (5)
• Spinal Armament (9)
• XX-9 Turbolasers (2)
= 153 Points

MC30c Torpedo Frigate (63)
• Foresight (10)
• Ordnance Experts (4)
• Electronic Countermeasures (7)
• Assault Proton Torpedoes (4)
• XI7 Turbolasers (6)
= 94 Points

CR90 Corvette A (44)
• Jaina's Light (5)
• Turbolaser Reroute Circuits (7)
= 56 Points

Squadrons:
• Dash Rendar - Outrider (24)
• Green Squadron - A-wing Squadron (12)
• Luke Skywalker - X-wing Squadron (20)
• Shara Bey - A-wing Squadron (17)
• Tycho Celchu - A-wing Squadron (16)
= 89 Points

Total Points: 391",Rebel,,,,General Dodonna,391,,,,,,,581
,,"Name: 
Faction: Republic
Commander: Anakin Skywalker - BTL-B Y-wing Squadron (18)

Assault: 
Defense: 
Navigation: 

Venator II-class Star Destroyer (100)
• Anakin Skywalker - BTL-B Y-wing Squadron (18)
• Tranquility (7)
• Hondo Ohnaka (2)
• Local Fire Control (4)
• Flak Guns (3)
• Thermal Shields (5)
• Ordnance Pods (3)
• DBY-827 Heavy Turbolasers (3)
= 145 Points

Venator I-class Star Destroyer (90)
• Resolute (4)
• Adi Gallia (3)
• Local Fire Control (4)
• Flak Guns (3)
• Ordnance Pods (3)
• DBY-827 Heavy Turbolasers (3)
• Intensify Firepower! (6)
= 116 Points

Venator I-class Star Destroyer (90)
• Barriss Offee (6)
• Local Fire Control (4)
• Flak Guns (3)
• Ordnance Pods (3)
• DBY-827 Heavy Turbolasers (3)
• Take Evasive Action! (6)
= 115 Points

Squadrons:
= 0 Points

Total Points: 385",Republic,,,,Anakin Skywalker,385,,,,,,,582
,,"Name: 
Faction: Empire
Commander: Moff Jerjerrod (23)

Assault: 
Defense: 
Navigation: 

Star Dreadnought Assault Prototype (250)
• Moff Jerjerrod (23)
• Annihilator (8)
• Emperor Palpatine (3)
• Governor Pryce (6)
• Agent Kallus (3)
• Gunnery Team (7)
• Quad Laser Turrets (5)
• Point-Defense Reroute (5)
• Heavy Ion Emplacements (9)
• SW-7 Ion Batteries (5)
• Quad Turbolaser Cannons (10)
• Linked Turbolaser Towers (7)
= 341 Points

Gozanti-class Cruisers (23)
• Hondo Ohnaka (2)
• Repair Crews (3)
= 28 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Comms Net (2)
= 29 Points

Squadrons:
= 0 Points

Total Points: 397",Empire,,,,Moff Jerjerrod,397,,,,,,,583
,,"Name: 
Faction: Rebel
Commander: Kyrsta Agate (25)

Assault: 
Defense: 
Navigation: 

Assault Frigate Mark II B (72)
• Kyrsta Agate (25)
• Gallant Haven (8)
• Toryn Farr (7)
• Boarding Troopers (3)
• Reinforced Blast Doors (5)
• Quad Battery Turrets (5)
= 125 Points

CR90 Corvette B (39)
• Tantive IV (3)
• Raymus Antilles (7)
• Projection Experts (6)
= 55 Points

CR90 Corvette B (39)
• Jaina's Light (5)
• Ezra Bridger (3)
= 47 Points

GR-75 Medium Transports (18)
• Bright Hope (2)
• Adar Tallon (10)
• Boosted Comms (4)
• Bomber Command Center (8)
= 42 Points

Squadrons:
• Dutch Vander - Y-Wing Squadron (16)
• Hera Syndulla - Ghost (28)
• Lando Calrissian - Millennium Falcon (24)
• 2 x Scurrg H-6 Bomber (32)
• Wedge Antilles - X-wing Squadron (19)
• YT-2400 (16)
= 135 Points

Total Points: 395",Rebel,,,,Krysta Agate,395,,,,,,,584
,,"Name: 
Faction: Separatist
Commander: Mar Tuuk (28)

Assault: 
Defense: 
Navigation: 

Munificent-class Star Frigate (73)
• Mar Tuuk (28)
• Sa Nalaor (5)
• Wat Tambor (9)
• Projection Experts (6)
• Thermal Shields (5)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 139 Points

Munificent-class Star Frigate (73)
• Projection Experts (6)
• Thermal Shields (5)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 97 Points

Recusant-class Light Destroyer (85)
• Patriot Fist (6)
• Tikkes (2)
• Veteran Gunners (5)
• Assault Proton Torpedoes (4)
• Swivel-Mount Batteries (8)
= 110 Points

Hardcell-class Transport (47)
• Beast of Burden (6)
• Projection Experts (6)
• Munitions Resupply (3)
= 62 Points

Squadrons:
= 0 Points

Total Points: 400",Separatist,,,,Mar Tuuk,400,,,,,,,585
,,"Name: 
Faction: Empire
Commander: Admiral Sloane (24)

Assault: 
Defense: 
Navigation: 

Arquitens-class Light Cruiser (52)
• Admiral Sloane (24)
• Captain Needa (2)
• Turbolaser Reroute Circuits (7)
= 85 Points

Quasar Fire I-class Cruiser-Carrier (54)
• Squall (7)
• Taskmaster Grint (5)
• Flight Controllers (6)
• Expanded Hangar Bay (5)
• Boosted Comms (4)
= 81 Points

Gladiator I-class Star Destroyer (56)
• Demolisher (10)
• Minister Tua (2)
• Electronic Countermeasures (7)
• Ordnance Experts (4)
• External Racks (4)
= 83 Points

Gozanti-class Cruisers (23)
• Reserve Hangar Deck (4)
• Comms Net (2)
= 29 Points

Squadrons:
• Ciena Ree - TIE Interceptor Squadron (17)
• Colonel Jendon - Lambda-class Shuttle (23)
• Howlrunner - TIE Fighter Squadron (16)
• Maarek Stele - TIE Defender Squadron (21)
• 5 x TIE Fighter Squadron (40)
• TIE Interceptor Squadron (11)
= 128 Points

Total Points: 400",Empire,,,,Admiral Sloane,400,,,,,,,586
,,"Name: 
Faction: Empire
Commander: Admiral Ozzel (20)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Admiral Ozzel (20)
• Chimaera (4)
• Wullf Yularen (7)
• Boarding Troopers (3)
• Electronic Countermeasures (7)
• Point Defense Ion Cannons (6)
• Entrapment Formation! (5)
= 172 Points

Imperial II-class Star Destroyer (120)
• Emperor Palpatine (3)
• Boarding Troopers (3)
• Electronic Countermeasures (7)
• Point Defense Ion Cannons (6)
= 139 Points

Gozanti-class Cruisers (23)
• Hondo Ohnaka (2)
• Comms Net (2)
= 27 Points

Squadrons:
• Black Squadron - TIE Fighter Squadron (9)
• Soontir Fel - TIE Interceptor Squadron (18)
• Tel Trevura - JumpMaster 5000 (17)
• Tempest Squadron - TIE Advanced Squadron (13)
= 57 Points

Total Points: 391",Empire,,,,Admiral Ozzel,391,,,,,,,587
,,"Name: 
Faction: Separatist
Commander: TF-1726 (26)

Assault: 
Defense: 
Navigation: 

Recusant-class Light Destroyer (85)
• TF-1726 (26)
• Wat Tambor (9)
• Ordnance Experts (4)
• B2 Rocket Troopers (7)
• External Racks (4)
• Linked Turbolaser Towers (7)
= 142 Points

Hardcell-class Battle Refit (50)
• B2 Rocket Troopers (7)
• Slaved Turrets (6)
= 63 Points

Hardcell-class Battle Refit (50)
• B2 Rocket Troopers (7)
• Slaved Turrets (6)
= 63 Points

Hardcell-class Transport (47)
• Beast of Burden (6)
• Hondo Ohnaka (2)
• Parts Resupply (3)
= 58 Points

Squadrons:
• DFS-311 - Vulture-class Droid Fighter Squadron (16)
• DIS-T81 - Droid Tri-Fighter Squadron (17)
• Haor Chall Prototypes - Vulture-class Droid Fighter Squadron (16)
• Phlac-Arphocc Prototypes - Droid Tri-Fighter Squadron (18)
= 67 Points

Total Points: 396",Separatist,,,,TF-1726,396,,,,,,,588
,,"Name: 
Faction: Empire
Commander: Admiral Motti (24)

Assault: 
Defense: 
Navigation: 

Onager-class Testbed (116)
• Admiral Motti (24)
• Minister Tua (2)
• Ordnance Experts (4)
• Reinforced Blast Doors (5)
• Orbital Bombardment Particle Cannons (5)
= 156 Points

Imperial Star Destroyer Kuat Refit (112)
• Captain Brunson (9)
• Ordnance Experts (4)
• Reinforced Blast Doors (5)
• Point Defense Ion Cannons (6)
• External Racks (4)
= 140 Points

Gozanti-class Cruisers (23)
• Comms Net (2)
= 25 Points

Squadrons:
• Darth Vader - TIE Defender Squadron (25)
• Maarek Stele - TIE Defender Squadron (21)
• Morna Kee - VT-49 Decimator (27)
• Tel Trevura - JumpMaster 5000 (17)
= 90 Points

Total Points: 389",Empire,,,,Admiral Motti,389,,,,,,,589
,,"Name: 
Faction: Empire
Commander: Admiral Ozzel (20)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Admiral Ozzel (20)
• Governor Pryce (6)
• Gunnery Team (7)
• Electronic Countermeasures (7)
• SW-7 Ion Batteries (5)
• Quad Turbolaser Cannons (10)
= 175 Points

Gladiator II-class Star Destroyer (62)
• Demolisher (10)
• Agent Kallus (3)
• Ruthless Strategists (4)
• Fighter Coordination Team (3)
• External Racks (4)
= 86 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Comms Net (2)
= 29 Points

Squadrons:
• 4 x Firespray-31 (72)
• Hondo Ohnaka - Slave I (24)
• Mauler Mithel - TIE Fighter Squadron (15)
= 111 Points

Total Points: 399",Empire,,,,Admiral Ozzel,399,,,,,,,590
,,"Name: 
Faction: Republic
Commander: Luminara Unduli - Delta-7 Aethersprite Squadron (23)

Assault: 
Defense: 
Navigation: 

Venator II-class Star Destroyer (100)
• Luminara Unduli - Delta-7 Aethersprite Squadron (23)
• Tranquility (7)
• Expert Shield Tech (5)
• Ordnance Experts (4)
• SPHA-T (7)
• Thermal Shields (5)
• Assault Proton Torpedoes (4)
• XI7 Turbolasers (6)
= 161 Points

Acclamator II-class Assault Ship (71)
• Intel Officer (7)
• Ordnance Experts (4)
• Thermal Shields (5)
• Assault Proton Torpedoes (4)
• Swivel-Mount Batteries (8)
= 99 Points

Pelta-class Transport Frigate (45)
• FB-88 (4)
• Clone Navigation Officer (4)
• Projection Experts (6)
• Munitions Resupply (3)
= 62 Points

Squadrons:
• Ahsoka Tano - Delta-7 Aethersprite Squadron (23)
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• Axe - V-19 Torrent Squadron (17)
• Kickback - V-19 Torrent Squadron (16)
= 80 Points

Total Points: 400",Republic,,,,Luminara Unduli,400,,,,,,,591
,,"Name: 
Faction: Rebel
Commander: Kyrsta Agate (25)

Assault: 
Defense: 
Navigation: 

MC75 Armored Cruiser (99)
• Kyrsta Agate (25)
• Aspiration (3)
• Walex Blissex (5)
• Local Fire Control (4)
• Flak Guns (3)
• Reactive Gunnery (4)
• Heavy Ion Emplacements (9)
• Expanded Launchers (8)
• Heavy Turbolaser Turrets (4)
= 164 Points

Modified Pelta-class Command Ship (60)
• Skilled First Officer (1)
• Disposable Capacitors (3)
• Projection Experts (6)
• Intensify Firepower! (6)
= 76 Points

Modified Pelta-class Assault Ship (56)
• Skilled First Officer (1)
• Projection Experts (6)
• External Racks (4)
• Shields to Maximum! (6)
= 73 Points

GR-75 Medium Transports (18)
• Ezra Bridger (3)
• Munitions Resupply (3)
= 24 Points

GR-75 Medium Transports (18)
• Ahsoka Tano (2)
• Parts Resupply (3)
= 23 Points

Squadrons:
• Shara Bey - A-wing Squadron (17)
• Tycho Celchu - A-wing Squadron (16)
= 33 Points

Total Points: 400",Rebel,,,,Krysta Agate,400,,,,,,,592
,,"Name: 
Faction: Rebel
Commander: Admiral Ackbar (38)

Assault: 
Defense: 
Navigation: 

MC80 Command Cruiser (102)
• Admiral Ackbar (38)
• Defiance (5)
• Raymus Antilles (7)
• Engineering Team (3)
• Quad Laser Turrets (5)
• Advanced Projectors (6)
• Leading Shots (5)
• XI7 Turbolasers (6)
= 177 Points

Nebulon-B Escort Frigate (57)
• Redemption (5)
• Leia Organa (3)
• Projection Experts (6)
• Turbolaser Reroute Circuits (7)
= 78 Points

Modified Pelta-class Assault Ship (56)
• Major Derlin (7)
• Shields to Maximum! (6)
= 69 Points

GR-75 Medium Transports (18)
• Bright Hope (2)
• Repair Crews (3)
= 23 Points

Squadrons:
• Shara Bey - A-wing Squadron (17)
• Tycho Celchu - A-wing Squadron (16)
= 33 Points

Total Points: 391",Rebel,,,,Admiral Ackbar,391,,,,,,,593
,,"Name: 
Faction: Empire
Commander: General Romodi (28)

Assault: 
Defense: 
Navigation: 

Imperial Star Destroyer Cymoon 1 Refit (112)
• General Romodi (28)
• Commander Vanto (7)
• Quad Laser Turrets (5)
• Heavy Turbolaser Turrets (4)
• XI7 Turbolasers (6)
• Intensify Firepower! (6)
= 168 Points

Victory II-class Star Destroyer (80)
• Warlord (8)
• Governor Pryce (6)
• Gunnery Team (7)
• Disposable Capacitors (3)
• Heavy Ion Emplacements (9)
• H9 Turbolasers (8)
= 121 Points

Gladiator I-class Star Destroyer (56)
• Demolisher (10)
• Admiral Montferrat (5)
• Ordnance Experts (4)
• Medical Team (1)
• Assault Proton Torpedoes (4)
= 80 Points

Squadrons:
• Tel Trevura - JumpMaster 5000 (17)
• Valen Rudor - TIE Fighter Squadron (13)
= 30 Points

Total Points: 399",Empire,,,,General Romodi,399,,,,,,,594
,,"Name: 
Faction: Empire
Commander: Grand Moff Tarkin (28)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Grand Moff Tarkin (28)
• Sovereign (4)
• Reeva Demesne (4)
• Gunnery Team (7)
• Electronic Countermeasures (7)
• Leading Shots (5)
= 175 Points

Victory I-class Star Destroyer (73)
• Minister Tua (2)
• Electronic Countermeasures (7)
• External Racks (4)
= 86 Points

Imperial Star Destroyer Kuat Refit (112)
• Relentless (3)
• Skilled First Officer (1)
• Darth Vader (3)
• Electronic Countermeasures (7)
• Leading Shots (5)
• Assault Concussion Missiles (5)
= 136 Points

Squadrons:
= 0 Points

Total Points: 399",Empire,,,,Grand Moff Tarkin,399,,,,,,,595
,,"Name: 
Faction: Empire
Commander: Admiral Sloane (24)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Admiral Sloane (24)
• Flight Controllers (6)
• Boosted Comms (4)
• Leading Shots (5)
• Spinal Armament (9)
= 168 Points

Quasar Fire I-class Cruiser-Carrier (54)
• Flight Controllers (6)
• Boosted Comms (4)
• Reserve Hangar Deck (4)
= 68 Points

Gozanti-class Cruisers (23)
• Reserve Hangar Deck (4)
= 27 Points

Squadrons:
• Black Squadron - TIE Fighter Squadron (9)
• Colonel Jendon - Lambda-class Shuttle (23)
• Dengar - Punishing One (20)
• Howlrunner - TIE Fighter Squadron (16)
• Maarek Stele - TIE Defender Squadron (21)
• 4 x TIE Interceptor Squadron (44)
= 133 Points

Total Points: 392",Empire,,,,Admiral Sloane,392,,,,,,,596
,,"Name: 
Faction: Separatist
Commander: Count Dooku (27)

Assault: 
Defense: 
Navigation: 

Munificent-class Star Frigate (73)
• Count Dooku (27)
• Wat Tambor (9)
• Thermal Shields (5)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 127 Points

Munificent-class Star Frigate (73)
• Thermal Shields (5)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 91 Points

Recusant-class Light Destroyer (85)
• Patriot Fist (6)
• Veteran Gunners (5)
• Swivel-Mount Batteries (8)
= 104 Points

Gozanti-class Cruisers {CIS} (24)
= 24 Points

Squadrons:
• 6 x Vulture-class Droid Fighter Squadron (48)
= 48 Points

Total Points: 392",Separatist,,,,Count Dooku,392,,,,,,,597
,,"Name: 
Faction: Empire
Commander: Admiral Sloane (24)

Assault: 
Defense: 
Navigation: 

Raider I-class Corvette (44)
• Admiral Sloane (24)
• Corvus (2)
= 70 Points

Imperial Star Destroyer Kuat Refit (112)
• Emperor Palpatine (3)
• Ordnance Experts (4)
• Electronic Countermeasures (7)
• Point Defense Ion Cannons (6)
• Assault Proton Torpedoes (4)
= 136 Points

Quasar Fire I-class Cruiser-Carrier (54)
• Flight Controllers (6)
• Boosted Comms (4)
= 64 Points

Gozanti-class Cruisers (23)
• Suppressor (4)
= 27 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Maarek Stele - TIE Defender Squadron (21)
• 4 x TIE Defender Squadron (64)
= 108 Points

Total Points: 400",Empire,,,,Admiral Sloane,400,,,,,,,598
,,"Name: 
Faction: Rebel
Commander: Kyrsta Agate (25)

Assault: 
Defense: 
Navigation: 

Starhawk-class Battleship Mark II (150)
• Kyrsta Agate (25)
• Unity (10)
• Raymus Antilles (7)
• Intel Officer (7)
• Caitken and Shollan (6)
• Flak Guns (3)
• Linked Turbolaser Towers (7)
= 215 Points

MC80 Battle Cruiser (103)
• Mon Karren (6)
• Intel Officer (7)
• Gunnery Team (7)
• Medical Team (1)
• XI7 Turbolasers (6)
• XX-9 Turbolasers (2)
= 132 Points

CR90 Corvette A (44)
• Tantive IV (3)
• Linked Turbolaser Towers (7)
= 54 Points

Squadrons:
= 0 Points

Total Points: 399",Rebel,,,,Krysta Agate,399,,,,,,,599
,,"Name: 
Faction: Separatist
Commander: Admiral Trench (32)

Assault: 
Defense: 
Navigation: 

Munificent-class Star Frigate (73)
• Admiral Trench (32)
• Hondo Ohnaka (2)
• Thermal Shields (5)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 125 Points

Recusant-class Support Destroyer (90)
• Patriot Fist (6)
• Rune Haako (4)
• Sensor Team (5)
• Boosted Comms (4)
• Expanded Hangar Bay (5)
• XI7 Turbolasers (6)
= 120 Points

Hardcell-class Transport (47)
• Tikkes (2)
• Projection Experts (6)
• Bomber Command Center (8)
= 63 Points

Squadrons:
• DBS-404 - Hyena-class Droid Bomber Squadron (17)
• 3 x Hyena-class Droid Bomber Squadron (33)
• Phlac-Arphocc Prototypes - Droid Tri-Fighter Squadron (18)
• Wat Tambor - Belbullab-22 Starfighter Squadron (18)
= 86 Points

Total Points: 399",Separatist,,,,Admiral Trench,399,,,,,,,600
